LIBNAME,MEMNAME,MEMLABEL,TYPEMEM,NAME,TYPE,LENGTH,VARNUM,LABEL,FORMAT,FORMATL,FORMATD,INFORMAT,INFORML,INFORMD,JUST,NPOS,NOBS,ENGINE,CRDATE,MODATE,DELOBS,IDXUSAGE,MEMTYPE,IDXCOUNT,PROTECT,FLAGS,COMPRESS,REUSE,SORTED,SORTEDBY,CHARSET,COLLATE,NODUPKEY,NODUPREC,ENCRYPT,POINTOBS,GENMAX,GENNUM,GENNEXT
PROJECT2,PROJECT2,,,Q2P16_I,1,8,27,HISPANIC ORIGIN IMPUTATION FLAG,,0,0,,0,0,1,208,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q2P5B,1,8,14,PERSON*S RELATION TO RESPONDENT,,0,0,,0,0,1,104,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q2P6_I,1,8,16,SEX IMPUTATION FLAG,,0,0,,0,0,1,120,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q2P7D,1,8,18,PERSON*S BIRTH DAY,,0,0,,0,0,1,136,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q2P7M,1,8,17,PERSON*S BIRTH MONTH,,0,0,,0,0,1,128,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q2P7Y,1,8,19,PERSON*S BIRTH YEAR,,0,0,,0,0,1,144,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q3P1,1,8,56,BEST DESCRIPTION - TYPE OF HOME,,0,0,,0,0,1,440,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q3P2,1,8,57,OWN OR RENT HOME,,0,0,,0,0,1,448,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q3P3,1,8,60,MARKET VALUE OF PROPERTY,,0,0,,0,0,1,472,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q3P4,1,8,61,ASSESSED VALUE OF PROPERTY,,0,0,,0,0,1,480,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q3P5,1,8,62,MONTHLY RENT FOR UNIT,,0,0,,0,0,1,488,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q3P2A,1,8,58,OWN HOME FREE AND CLEAR,,0,0,,0,0,1,456,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q3P2B,1,8,59,RENT WITH A GOVERNMENT SUBSIDY,,0,0,,0,0,1,464,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q424A,1,8,104,WORK FOR TEMPORARY AGENCY?,,0,0,,0,0,1,824,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q424B,1,8,105,DO YOU HAVE BENEFITS AS A TEMPORARY?,,0,0,,0,0,1,832,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q424C,1,8,106,RECEIVE SAME BENEFITS AS NON-TEMPORARY,,0,0,,0,0,1,840,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q438B,1,8,122,YEAR PERSON LAST HAD A JOB,,0,0,,0,0,1,968,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P1,1,8,71,ANYONE IN HH HAVE A BUSINESS OR FARM,,0,0,,0,0,1,560,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P3,1,8,81,LAST WEEK HAVE FT/PT JOB (FOR PAY),,0,0,,0,0,1,640,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P4,1,8,82,LAST WEEK DO ANY UNPAID WORK IN FAM BUS,,0,0,,0,0,1,648,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P5,1,8,83,RECEIVE ANY PAYMENTS OR PROFITS BUS FARM,,0,0,,0,0,1,656,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P6,1,8,84,MAIN REASON DID NOT HAVE JOB LAST WK,,0,0,,0,0,1,664,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P7,1,8,86,OVERALL # JOBS BUSINESSES HAVE LAST WEEK,,0,0,,0,0,1,680,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P8,1,8,87,# HOURS/WK USUALLY WORK AT MAIN JOB,,0,0,,0,0,1,688,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P9,1,8,88,MAIN JOB - SECTOR EMPLOYED BY,,0,0,,0,0,1,696,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P10,1,8,89,TYPE OF BUSINESS/INDUSTRY MAIN JOB IN,,0,0,,0,0,1,704,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P12,1,8,90,TYPE OF WORK/OCCUPATION AT MAIN JOB,,0,0,,0,0,1,712,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P16,1,8,92,TOTAL # PERSONS WORK AT MAIN JOB,,0,0,,0,0,1,728,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P17,1,8,93,# HOURS/WEEK USUALLY WORK ALL OTHER JOBS,,0,0,,0,0,1,736,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P20,1,8,99,IF USUALLY WORK < 35 HRS - WANT WORK FT,,0,0,,0,0,1,784,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P21,1,8,100,MAIN REASON FOR WORKING PART-TIME,,0,0,,0,0,1,792,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P22,1,8,101,MAIN REASON NOT WANT TO WORK FULL-TIME,,0,0,,0,0,1,800,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P23,1,8,102,CONSIDER MAIN JOB A TEMPORARY ONE,,0,0,,0,0,1,808,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P24,1,8,103,REASON CONSIDER JOB TEMPORARY,,0,0,,0,0,1,816,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P25,1,8,107,PREFER A PERMANENT OR TEMPORARY JOB,,0,0,,0,0,1,848,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P26,1,8,108,MEMBER OF A WORKERS  UNION,,0,0,,0,0,1,856,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P27,1,8,109,GIVEN INDICATION RECALL WORK NEXT 6 MO,,0,0,,0,0,1,864,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P28,1,8,110,AS OF END LAST WEEK # WKS BEEN ON LAYOFF,,0,0,,0,0,1,872,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P29,1,8,111,JOB FROM WHICH LAID OFF IS FT (=>35 HRS),,0,0,,0,0,1,880,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P30,1,8,113,TYPE OF SCHOOL ENROLLED IN LAST WEEK,,0,0,,0,0,1,896,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P31,1,8,112,ENROLLED AS FT/PT STUDENT,,0,0,,0,0,1,888,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P32,1,8,115,DOING ANYTHING TO FIND WORK LAST 4 WEEKS,,0,0,,0,0,1,912,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P33,1,8,116,# WEEKS LOOK FOR WORK AS OF LAST WEEK,,0,0,,0,0,1,920,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P34,1,8,117,MAIN REASON NOT LOOK FOR WORK LAST 4 WKS,,0,0,,0,0,1,928,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P35,1,8,118,LAST WEEK COULD*VE START JOB IF OFFERED,,0,0,,0,0,1,936,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P36,1,8,119,WHY COULD NOT TAKE JOB IF OFFER LAST WK,,0,0,,0,0,1,944,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P37,1,8,120,CURRENTLY WANT JOB EITHER FT OR PT,,0,0,,0,0,1,952,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P38,1,8,121,MONTH PERSON LAST HAD A JOB,,0,0,,0,0,1,960,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P39,1,8,123,MAIN REASON PERSON LEFT LAST JOB,,0,0,,0,0,1,976,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P42,1,8,73,PERSON HAS LONG LASTING CONDITION,,0,0,,0,0,1,576,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P0A,1,8,114,TAKING ANY COURSES THROUGH THE INTERNET,,0,0,,0,0,1,904,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P4A,1,8,74,PERSON HAS CONDITION LIMITING ACTIVITIES,,0,0,,0,0,1,584,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P4B,1,8,75,PERSON - DIFFICULTY LEARNING & REMEMBERI,,0,0,,0,0,1,592,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P4C,1,8,76,PERSON - DIFFICULTY IN HOME (DRESS/BATH),,0,0,,0,0,1,600,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P4D,1,8,77,PERSON - DIFFICULTY GOING OUTSIDE HOME,,0,0,,0,0,1,608,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P4E,1,8,78,PERSON - DIFFICULTY WORKING AT JOB,,0,0,,0,0,1,616,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P4F,1,8,79,PERSON - CONDITION PREVENTS SEEKING JOB,,0,0,,0,0,1,624,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P4G,1,8,80,PERSON - CONDITION PREVENTS PAID WORK,,0,0,,0,0,1,632,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q4P6A,1,8,85,WERE YOU <Q4P6> BEFORE OR AFTER 1/1/1999,,0,0,,0,0,1,672,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q5P1,1,8,126,# WEEKS HAD JOB DURING 1999,,0,0,,0,0,1,1000,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q5P2,1,8,127,DID ANY TEMP PT SEASNL FOR FEW DAYS 1999,,0,0,,0,0,1,1008,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q5P3,1,8,128,MAIN REASON DID NOT WORK IN 1999,,0,0,,0,0,1,1016,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q5P4,1,8,129,# WEEKS IN 1999 DID ACTIVE LOOK FOR WORK,,0,0,,0,0,1,1024,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q5P5,1,8,130,MAIN REASON NOT LOOKING FOR WORK,,0,0,,0,0,1,1032,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q5P6,1,8,131,# EMPLOYERS WORK FOR IN 1999,,0,0,,0,0,1,1040,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q5P7,1,8,132,IN WEEKS THAT WORKED # HRS USUAL WRK/WK,,0,0,,0,0,1,1048,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q5P8,1,8,133,# WEEKS IN 99 PERSON WORKED < 35 HRS,,0,0,,0,0,1,1056,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q5P9,1,8,134,MAIN REASON YOU WORKED < 35 HRS/WK,,0,0,,0,0,1,1064,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q5P10,1,8,136,JOB HELD LONGEST IN 1999 SECTOR EMPLOYED,,0,0,,0,0,1,1080,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q5P11,1,8,137,JOB HELD LONGEST IN 99 TYPE OF BUSINESS,,0,0,,0,0,1,1088,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q5P12,1,8,139,TYPE OF WORK DOING AT JOB HELD LONG 1999,,0,0,,0,0,1,1104,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q5P14,1,8,140,OWNER OF THE BUSINESS IN 1999,,0,0,,0,0,1,1112,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q5P15,1,8,141,JOB HELD LONG IN 1999 # PERSONS EMPLOYED,,0,0,,0,0,1,1120,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6CS1,1,8,159,MEMBER OF HH RCVD CHILD SUPPORT IN 99,,0,0,,0,0,1,1264,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6CS2,1,8,160,PERSON RCVD CHILD SUPPORT IN 99,,0,0,,0,0,1,1272,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6CS3,1,8,161,AMOUNT OF CHILD SUPPORT RCVD MONTHLY,,0,0,,0,0,1,1280,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6CS4,1,8,162,NUMBER OF MONTHS CHILD SUPPORT RECEIVED,,0,0,,0,0,1,1288,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6DI1,1,8,149,MEMBER OF HH RCVD DIVID & INT DURING 99,,0,0,,0,0,1,1184,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6DI2,1,8,150,PERSON RCVD DIVIDEND INT OR RENTAL INC,,0,0,,0,0,1,1192,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6DI3,1,8,151,AMOUNT OF DIVIDENDS INT & RENTAL INC RCV,,0,0,,0,0,1,1200,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6FS1,1,8,152,MEMBER OF HH RCVD FOOD STAMPS IN 99,,0,0,,0,0,1,1208,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6FS2,1,8,153,AMOUNT OF FOOD STAMPS RECEIVED MONTHLY,,0,0,,0,0,1,1216,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6FS3,1,8,154,NUMBER OF MONTHS HH RECEIVED FS,,0,0,,0,0,1,1224,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6GA1,1,8,155,MEMBER OF HH RCVD TANF GA OR SSI IN 99,,0,0,,0,0,1,1232,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6GA2,1,8,156,PERSON RCVD TANF GA OR SSI IN 99,,0,0,,0,0,1,1240,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6GA3,1,8,157,AMOUNT OF TANF GA & SSI RCVD MONTHLY,,0,0,,0,0,1,1248,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6GA4,1,8,158,NUMBER OF MONTHS TANF GA & SSI RECEIVED,,0,0,,0,0,1,1256,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6P2,1,8,143,EARNINGS-LONGEST JOB IN 99 (+TIPS ETC),,0,0,,0,0,1,1136,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6P9,1,8,172,HOUSEHOLD INCOME IN 1999 - EXACT AMOUNT,,0,0,,0,0,1,1368,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6P1A,1,8,142,DOLLAR AMNT FROM JOB HELD LONGEST IN 99,,0,0,,0,0,1,1128,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6P4A,1,8,144,DOLLAR AMNT FROM OTHER JOBS IN 1999,,0,0,,0,0,1,1144,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6P8A,1,8,171,HOUSEHOLD INCOME RANGE FOR 1999,,0,0,,0,0,1,1360,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6SS1,1,8,145,MEMBER OF HH RCVD SOCIAL SECURITY IN 99,,0,0,,0,0,1,1152,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6SS2,1,8,146,PERSON RCVD SOCIAL SECURITY IN 1999,,0,0,,0,0,1,1160,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6SS3,1,8,147,AMOUNT OF SOCIAL SECURITY PERSON RCVD,,0,0,,0,0,1,1168,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6SS4,1,8,148,NUMBER OF MONTHS PERSON RECEIVED SS,,0,0,,0,0,1,1176,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6UI1,1,8,163,MEMBER OF HH RCVD PENSION & UI IN 99,,0,0,,0,0,1,1296,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6UI2,1,8,164,PERSON RCVD PENSION UI & WRK COMP IN 99,,0,0,,0,0,1,1304,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
